"cluster_1","cluster_2","n_species_1","n_species_2","n_shared","pct_of_cluster_1","pct_of_cluster_2","total_pct"
"Zone1_C","Zone4_I",21,32,0,0,0,0
"Zone1_C","Zone4_H",21,25,0,0,0,0
"Zone1_C","Zone4_G",21,54,0,0,0,0
"Zone1_C","Zone4_F",21,16,0,0,0,0
"Zone1_C","Zone4_E",21,42,0,0,0,0
"Zone1_C","Zone4_D",21,25,0,0,0,0
"Zone1_C","Zone4_C",21,27,0,0,0,0
"Zone1_C","Zone4_B",21,12,0,0,0,0
"Zone1_B","Zone1_A",18,65,0,0,0,0
"Zone1_B","Zone2_B",18,39,0,0,0,0
"Zone1_B","Zone3_C",18,27,0,0,0,0
"Zone1_B","Zone3_B",18,29,0,0,0,0
"Zone1_B","Zone3_A",18,28,0,0,0,0
"Zone1_B","Zone4_K",18,15,0,0,0,0
"Zone1_B","Zone4_J",18,46,0,0,0,0
"Zone1_B","Zone4_I",18,32,0,0,0,0
"Zone1_B","Zone4_H",18,25,0,0,0,0
"Zone1_B","Zone4_G",18,54,0,0,0,0
"Zone1_B","Zone4_F",18,16,0,0,0,0
"Zone1_B","Zone4_E",18,42,0,0,0,0
"Zone1_B","Zone4_D",18,25,0,0,0,0
"Zone1_B","Zone4_C",18,27,0,0,0,0
"Zone1_B","Zone4_B",18,12,0,0,0,0
"Zone1_A","Zone4_K",65,15,0,0,0,0
"Zone1_A","Zone4_J",65,46,0,0,0,0
"Zone1_A","Zone4_H",65,25,0,0,0,0
"Zone1_A","Zone4_F",65,16,0,0,0,0
"Zone1_A","Zone4_D",65,25,0,0,0,0
"Zone2_B","Zone2_A",39,60,0,0,0,0
"Zone2_B","Zone4_K",39,15,0,0,0,0
"Zone2_B","Zone4_J",39,46,0,0,0,0
"Zone2_B","Zone4_G",39,54,0,0,0,0
"Zone2_B","Zone4_D",39,25,0,0,0,0
"Zone2_B","Zone4_A",39,19,0,0,0,0
"Zone2_A","Zone4_K",60,15,0,0,0,0
"Zone2_A","Zone4_J",60,46,0,0,0,0
"Zone2_A","Zone4_H",60,25,0,0,0,0
"Zone2_A","Zone4_D",60,25,0,0,0,0
"Zone3_C","Zone3_B",27,29,0,0,0,0
"Zone3_C","Zone3_A",27,28,0,0,0,0
"Zone3_C","Zone4_K",27,15,0,0,0,0
"Zone3_C","Zone4_J",27,46,0,0,0,0
"Zone3_C","Zone4_H",27,25,0,0,0,0
"Zone3_C","Zone4_G",27,54,0,0,0,0
"Zone3_C","Zone4_D",27,25,0,0,0,0
"Zone3_C","Zone4_B",27,12,0,0,0,0
"Zone3_C","Zone4_A",27,19,0,0,0,0
"Zone3_B","Zone3_A",29,28,0,0,0,0
"Zone3_B","Zone4_K",29,15,0,0,0,0
"Zone3_B","Zone4_J",29,46,0,0,0,0
"Zone3_B","Zone4_H",29,25,0,0,0,0
"Zone3_B","Zone4_D",29,25,0,0,0,0
"Zone3_B","Zone4_B",29,12,0,0,0,0
"Zone3_B","Zone4_A",29,19,0,0,0,0
"Zone3_A","Zone4_K",28,15,0,0,0,0
"Zone3_A","Zone4_I",28,32,0,0,0,0
"Zone3_A","Zone4_H",28,25,0,0,0,0
"Zone3_A","Zone4_G",28,54,0,0,0,0
"Zone4_K","Zone4_J",15,46,0,0,0,0
"Zone4_K","Zone4_I",15,32,0,0,0,0
"Zone4_K","Zone4_H",15,25,0,0,0,0
"Zone4_K","Zone4_G",15,54,0,0,0,0
"Zone4_K","Zone4_F",15,16,0,0,0,0
"Zone4_K","Zone4_E",15,42,0,0,0,0
"Zone4_K","Zone4_D",15,25,0,0,0,0
"Zone4_K","Zone4_C",15,27,0,0,0,0
"Zone4_K","Zone4_B",15,12,0,0,0,0
"Zone4_K","Zone4_A",15,19,0,0,0,0
"Zone4_J","Zone4_I",46,32,0,0,0,0
"Zone4_J","Zone4_H",46,25,0,0,0,0
"Zone4_J","Zone4_G",46,54,0,0,0,0
"Zone4_J","Zone4_F",46,16,0,0,0,0
"Zone4_J","Zone4_E",46,42,0,0,0,0
"Zone4_J","Zone4_D",46,25,0,0,0,0
"Zone4_J","Zone4_C",46,27,0,0,0,0
"Zone4_J","Zone4_B",46,12,0,0,0,0
"Zone4_J","Zone4_A",46,19,0,0,0,0
"Zone4_I","Zone4_H",32,25,0,0,0,0
"Zone4_I","Zone4_G",32,54,0,0,0,0
"Zone4_I","Zone4_F",32,16,0,0,0,0
"Zone4_I","Zone4_E",32,42,0,0,0,0
"Zone4_I","Zone4_D",32,25,0,0,0,0
"Zone4_I","Zone4_C",32,27,0,0,0,0
"Zone4_I","Zone4_B",32,12,0,0,0,0
"Zone4_I","Zone4_A",32,19,0,0,0,0
"Zone4_H","Zone4_G",25,54,0,0,0,0
"Zone4_H","Zone4_F",25,16,0,0,0,0
"Zone4_H","Zone4_E",25,42,0,0,0,0
"Zone4_H","Zone4_D",25,25,0,0,0,0
"Zone4_H","Zone4_C",25,27,0,0,0,0
"Zone4_H","Zone4_B",25,12,0,0,0,0
"Zone4_H","Zone4_A",25,19,0,0,0,0
"Zone4_G","Zone4_F",54,16,0,0,0,0
"Zone4_G","Zone4_E",54,42,0,0,0,0
"Zone4_G","Zone4_D",54,25,0,0,0,0
"Zone4_G","Zone4_C",54,27,0,0,0,0
"Zone4_G","Zone4_B",54,12,0,0,0,0
"Zone4_G","Zone4_A",54,19,0,0,0,0
"Zone4_F","Zone4_E",16,42,0,0,0,0
"Zone4_F","Zone4_D",16,25,0,0,0,0
"Zone4_F","Zone4_C",16,27,0,0,0,0
"Zone4_F","Zone4_B",16,12,0,0,0,0
"Zone4_F","Zone4_A",16,19,0,0,0,0
"Zone4_E","Zone4_D",42,25,0,0,0,0
"Zone4_E","Zone4_C",42,27,0,0,0,0
"Zone4_E","Zone4_B",42,12,0,0,0,0
"Zone4_E","Zone4_A",42,19,0,0,0,0
"Zone4_D","Zone4_C",25,27,0,0,0,0
"Zone4_D","Zone4_B",25,12,0,0,0,0
"Zone4_D","Zone4_A",25,19,0,0,0,0
"Zone4_C","Zone4_B",27,12,0,0,0,0
"Zone4_C","Zone4_A",27,19,0,0,0,0
"Zone4_B","Zone4_A",12,19,0,0,0,0
