"species","colour","cluster","cluster_int"
"Artacama.proboscidea","#829C00","F",6
"Lysilla.loveni","#829C00","F",6
"Musculus.niger","#829C00","F",6
"Nephtys.pente","#829C00","F",6
"Protomedeia.fasciata","#829C00","F",6
"Sertularia.cupressina","#829C00","F",6
"Mya.truncata","#829C00","F",6
"Hiatella.arctica","#829C00","F",6
"Nereimyra.punctata","#829C00","F",6
"Pherusa.plumosa","#829C00","F",6
"Halcampa.duodecimcirrata","#829C00","F",6
"Farrella.repens","#829C00","F",6
"Pariambus.typicus","#829C00","F",6
"Crassicorophium.crassicor","#829C00","F",6
"Electra.pilosa","#829C00","F",6
"Aricidea.minuta","#829C00","F",6
"Spio.goniocephala","#829C00","F",6
"Lineus.ruber","#829C00","F",6
"Dipolydora.quadrilobata","#829C00","F",6
"Neoamphitrite.figulus","#829C00","F",6
"Dendrodoa.grossularia","#829C00","F",6
"Malacobdella.grossa","#829C00","F",6
"Pholoe.assimilis","#829C00","F",6
"Flustra.foliacea","#829C00","F",6
"Astarte.montagui","#829C00","F",6
"Laonome.kroyeri","#829C00","F",6
"Exogone.naidina","#829C00","F",6
"Onoba.semicostata","#829C00","F",6
"Psammechinus.miliaris","#829C00","F",6
"Aricidea.cerrutii","#C071DC","E",5
"Halicryptus.spinulosus","#C071DC","E",5
"Pontoporeia.femorata","#C071DC","E",5
"Priapulus.caudatus","#C071DC","E",5
"Diastylis.rathkei","#C071DC","E",5
"Ampharete.acutifrons","#C071DC","E",5
"Bylgides.sarsi","#C071DC","E",5
"Opercularella.lacerata","#C071DC","E",5
"Lagis.koreni","#C071DC","E",5
"Astarte.borealis","#C071DC","E",5
"Astarte.elliptica","#C071DC","E",5
"Abra.alba","#00A0D6","D",4
"Nephtys.ciliata","#00A0D6","D",4
"Ophiura.albida","#00A0D6","D",4
"Corbula.gibba","#00A0D6","D",4
"Parexogone.hebes","#00A0D6","D",4
"Spio.arndti","#00A0D6","D",4
"Gammarus.tigrinus","#00A0D6","D",4
"Arctica.islandica","#00A0D6","D",4
"Trochochaeta.multisetosa","#00A0D6","D",4
"Ampharete.baltica","#00A0D6","D",4
"Scoloplos.armiger","#00A0D6","D",4
"Heteromastus.filiformis","#00A0D6","D",4
"Aricidea.suecica","#00A0D6","D",4
"Phyllodoce.mucosa","#00A0D6","D",4
"Gastrosaccus.spinifer","#00A0D6","D",4
"Harmothoe.imbricata","#00A0D6","D",4
"Asterias.rubens","#00A0D6","D",4
"Parvicardium.pinnulatum","#00A0D6","D",4
"Polyides.rotunda","#20A73C","C",3
"Fucus.serratus","#20A73C","C",3
"Callithamnion.corymbosum","#20A73C","C",3
"Dasya.baillouviana","#20A73C","C",3
"Ulva.lactuca","#20A73C","C",3
"Cladophora.sericea","#20A73C","C",3
"Dumontia.contorta","#20A73C","C",3
"Chaetomorpha.linum","#20A73C","C",3
"Zostera.marina","#20A73C","C",3
"Capitella.capitata","#20A73C","C",3
"Chorda.filum","#20A73C","C",3
"Dictyosiphon.foeniculaceus","#20A73C","C",3
"Polydora.cornuta","#20A73C","C",3
"Polysiphonia.elongata","#20A73C","C",3
"Bittium.reticulatum","#20A73C","C",3
"Nemalion.multifidum","#20A73C","C",3
"Limecola.balthica","#20A73C","C",3
"Peringia.ulvae","#20A73C","C",3
"Mya.arenaria","#20A73C","C",3
"Mytilus","#20A73C","C",3
"Arenicola.marina","#20A73C","C",3
"Tubificoides.benedii","#20A73C","C",3
"Pygospio.elegans","#20A73C","C",3
"Vertebrata.fucoides","#20A73C","C",3
"Ophelia.rathkei","#20A73C","C",3
"Ampithoe.rubricata","#20A73C","C",3
"Bathyporeia.pilosa","#20A73C","C",3
"Alitta.succinea","#20A73C","C",3
"Fabricia.stellaris","#20A73C","C",3
"Cerastoderma.edule","#20A73C","C",3
"Ceramium.tenuicorne","#20A73C","C",3
"Ectocarpus.Pylaiella","#20A73C","C",3
"Scrobicularia.plana","#DE63B9","B",2
"Platynereis.dumerilii","#DE63B9","B",2
"Zannichellia.palustris","#DE63B9","B",2
"Streblospio.shrubsolii","#DE63B9","B",2
"Ulva.prolifera","#DE63B9","B",2
"Baltidrilus.costatus","#DE63B9","B",2
"Chara.baltica","#DE63B9","B",2
"Tubificoides.pseudogaster","#DE63B9","B",2
"Ericthonius.brasiliensis","#DE63B9","B",2
"Fucus.vesiculosus.radicans","#DE63B9","B",2
"Ruppia.maritima","#DE63B9","B",2
"Chordaria.flagelliformis","#DE63B9","B",2
"Dictyosiphon.chordaria","#DE63B9","B",2
"Spongonema.tomentosum","#DE63B9","B",2
"Spermatochnus.paradoxus","#DE63B9","B",2
"Mesogloia.vermiculata","#DE63B9","B",2
"Ruppia.cirrhosa","#DE63B9","B",2
"Scytosiphon.lomentaria","#DE63B9","B",2
"Monocorophium.insidiosum","#DE63B9","B",2
"Pusillina.inconspicua","#DE63B9","B",2
"Ulva.linza","#DE63B9","B",2
"Apherusa.bispinosa","#DE63B9","B",2
"Eudesme.virescens","#DE63B9","B",2
"Halosiphon.tomentosus","#DE63B9","B",2
"Spongomorpha.aeruginosa","#DE63B9","B",2
"Eleocharis.uniglumis","#00AD7F","A",1
"Juncus.gerardii","#00AD7F","A",1
"Triglochin.maritima","#00AD7F","A",1
"Schoenoplectus.lacustris","#00AD7F","A",1
"Ascophyllum.nodosum","#00AD7F","A",1
"Bolboschoenus.maritimus","#00AD7F","A",1
"Lemna.minor","#00AD7F","A",1
"Metridium.senile","#00AD7F","A",1
"Molgula.manhattensis","#00AD7F","A",1
"Clytia.hemisphaerica","#00AD7F","A",1
"Gammarellus.homari","#00AD7F","A",1
"Laonice.bahusiensis","#00AD7F","A",1
"Paramphinome.jeffreysii","#00AD7F","A",1
"Microphthalmus.sczelkowii","#00AD7F","A",1
"Hermania.scabra","#00AD7F","A",1
"Philine.quadripartita","#00AD7F","A",1
"Apoglossum.ruscifolium","#00AD7F","A",1
"Bathyporeia.pelagica","#00AD7F","A",1
"Alkmaria.romijni","#00AD7F","A",1
"Musculus.discors","#00AD7F","A",1
