salinity_min,salinity_max,sal_midpoint,depth_zone,functional_group,substrate,trait_source,species
5.0,25.0,12.0,littoral,macroalga,rock,tier1,Urospora penicilliformis
2.0,25.0,8.0,infralittoral,submerged_macrophyte,soft,tier1,Ruppia maritima
0.0,12.0,4.0,infralittoral,submerged_macrophyte,soft,tier1,Chara baltica
2.0,15.0,6.0,infralittoral,submerged_macrophyte,soft,tier1,Chara canescens
0.0,25.0,8.0,infralittoral,predator,mixed,tier1,Gammarus tigrinus
0.0,15.0,5.0,littoral,emergent_macrophyte,soft,tier1,Bolboschoenus maritimus
0.0,3.0,0.0,infralittoral,submerged_macrophyte,soft,tier1,Ranunculus aquatilis
0.0,8.0,2.0,infralittoral,submerged_macrophyte,soft,tier1,Chara tomentosa
5.0,25.0,12.0,supralittoral,emergent_macrophyte,soft,tier1,Juncus gerardii
0.0,3.0,0.0,littoral,floating_macrophyte,pelagic,tier1,Lemna minor
0.0,8.0,3.0,infralittoral,macroalga,rock,tier1,Monostroma balticum
15.0,35.0,25.0,infralittoral,filter_feeder,sand,tier1,Cerastoderma edule
15.0,35.0,25.0,circalittoral,filter_feeder,soft,tier1,Corbula gibba
10.0,35.0,22.0,circalittoral,predator,soft,tier1,Ophiura albida
10.0,35.0,22.0,circalittoral,deposit_feeder,soft,tier1,Abra alba
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Levinsenia gracilis
10.0,35.0,22.0,circalittoral,predator,soft,tier1,Nephtys ciliata
20.0,35.0,28.0,circalittoral,filter_feeder,rock,tier1,Dendrodoa grossularia
10.0,35.0,22.0,infralittoral,filter_feeder,plant,tier1,Electra pilosa
10.0,35.0,22.0,circalittoral,predator,soft,tier1,Pholoe assimilis
15.0,35.0,25.0,circalittoral,predator,mixed,tier1,Malacobdella grossa
15.0,35.0,25.0,circalittoral,predator,soft,tier1,Nereimyra punctata
15.0,35.0,25.0,circalittoral,deposit_feeder,soft,tier1,Pherusa plumosa
15.0,35.0,24.0,circalittoral,filter_feeder,soft,tier1,Astarte borealis
5.0,25.0,12.0,circalittoral,filter_feeder,soft,tier1,Astarte elliptica
5.0,30.0,15.0,circalittoral,predator,soft,tier1,Priapulus caudatus
10.0,35.0,22.0,circalittoral,suspension_feeder,soft,tier1,Terebellides stroemii
5.0,35.0,15.0,infralittoral,deposit_feeder,soft,tier1,Scoloplos armiger
5.0,25.0,12.0,circalittoral,deposit_feeder,soft,tier1,Ampharete baltica
15.0,35.0,25.0,circalittoral,deposit_feeder,soft,tier1,Aricidea suecica
15.0,35.0,25.0,circalittoral,filter_feeder,soft,tier1,Arctica islandica
15.0,35.0,25.0,circalittoral,deposit_feeder,soft,tier1,Trochochaeta multisetosa
10.0,35.0,22.0,infralittoral,predator,mixed,tier1,Asterias rubens
10.0,35.0,22.0,infralittoral,predator,mixed,tier1,Phyllodoce mucosa
10.0,35.0,22.0,circalittoral,macroalga,rock,tier1,Phycodrys rubens
10.0,35.0,22.0,infralittoral,deposit_feeder,soft,tier1,Dipolydora quadrilobata
,,,,,,unknown,Gastrosaccus spinifer
15.0,35.0,25.0,circalittoral,filter_feeder,soft,tier1,Parvicardium pinnulatum
10.0,35.0,22.0,circalittoral,predator,mixed,tier1,Harmothoe imbricata
15.0,35.0,25.0,circalittoral,filter_feeder,soft,tier1,Kurtiella bidentata
15.0,35.0,25.0,infralittoral,macroalga,rock,tier1,Sphaceloderma caespitulum
15.0,35.0,25.0,circalittoral,filter_feeder,rock,tier1,Callopora lineata
10.0,35.0,20.0,circalittoral,filter_feeder,soft,tier1,Mya truncata
5.0,25.0,12.0,infralittoral,predator,mixed,tier1,Lineus ruber
5.0,25.0,12.0,infralittoral,deposit_feeder,soft,tier1,Crassicorophium crassicor
10.0,35.0,22.0,circalittoral,deposit_feeder,soft,tier1,Aricidea minuta
10.0,35.0,22.0,infralittoral,deposit_feeder,soft,tier1,Spio goniocephala
,,,,,,unknown,Eteone longa
10.0,35.0,22.0,circalittoral,predator,soft,genus_fallback,Nephtys caeca
5.0,25.0,12.0,circalittoral,deposit_feeder,soft,tier1,Diastylis rathkei
2.0,15.0,7.0,infralittoral,predator,soft,tier1,Micrura baltica
2.0,15.0,6.0,infralittoral,deposit_feeder,soft,tier1,Baltidrilus costatus
5.0,35.0,18.0,infralittoral,macroalga,plant,tier1,Aglaothamnion tenuissimum
5.0,35.0,18.0,infralittoral,suspension_feeder,mixed,tier1,Fabricia stellaris
5.0,35.0,18.0,infralittoral,macroalga,plant,tier1,Ceramium diaphanum
3.0,25.0,10.0,infralittoral,deposit_feeder,soft,tier1,Streblospio shrubsolii
5.0,30.0,15.0,infralittoral,macroalga,rock,tier1,Polyides rotunda
5.0,35.0,15.0,infralittoral,predator,soft,tier1,Alitta succinea
5.0,35.0,18.0,infralittoral,macroalga,rock,tier1,Desmarestia viridis
2.0,25.0,8.0,infralittoral,deposit_feeder,soft,tier1,Tubificoides benedii
5.0,25.0,12.0,infralittoral,macroalga,rock,tier1,Rhodomela confervoides
5.0,30.0,12.0,infralittoral,deposit_feeder,soft,tier1,Tubificoides pseudogaster
5.0,35.0,15.0,littoral,macroalga,rock,tier1,Scytosiphon lomentaria
5.0,35.0,15.0,infralittoral,deposit_feeder,soft,tier1,Polydora cornuta
5.0,25.0,12.0,infralittoral,macroalga,rock,tier1,Sphaerotrichia divaricata
5.0,35.0,18.0,infralittoral,macroalga,rock,tier1,Ulva lactuca
2.0,15.0,6.0,infralittoral,macroalga,rock,tier1,Dictyosiphon chordaria
5.0,25.0,12.0,infralittoral,macroalga,rock,tier1,Mesogloia vermiculata
15.0,35.0,25.0,infralittoral,predator,rock,tier1,Platynereis dumerilii
10.0,35.0,22.0,circalittoral,deposit_feeder,soft,tier1,Heteromastus filiformis
5.0,35.0,18.0,circalittoral,macroalga,rock,tier1,Delesseria sanguinea
3.0,20.0,8.0,infralittoral,macroalga,rock,tier1,Polysiphonia stricta
10.0,35.0,20.0,infralittoral,deposit_feeder,sand,tier1,Arenicola marina
5.0,35.0,15.0,infralittoral,deposit_feeder,soft,tier1,Capitella capitata
5.0,35.0,15.0,infralittoral,macroalga,rock,tier1,Ceramium virgatum
3.0,25.0,10.0,infralittoral,macroalga,rock,tier1,Cladophora sericea
5.0,30.0,15.0,infralittoral,macroalga,rock,tier1,Dumontia contorta
5.0,35.0,18.0,infralittoral,macroalga,plant,tier1,Callithamnion corymbosum
5.0,35.0,18.0,infralittoral,macroalga,rock,tier1,Chaetomorpha melagonium
5.0,35.0,18.0,infralittoral,macroalga,rock,tier1,Membranoptera alata
5.0,35.0,15.0,infralittoral,macroalga,rock,tier1,Polysiphonia elongata
5.0,25.0,12.0,infralittoral,macroalga,rock,tier1,Ahnfeltia plicata
5.0,35.0,18.0,infralittoral,macroalga,rock,tier1,Bryopsis hypnoides
15.0,35.0,25.0,infralittoral,predator,rock,tier1,Gammarellus homari
15.0,35.0,25.0,infralittoral,epibenthic,rock,tier1,Metridium senile
15.0,35.0,25.0,infralittoral,filter_feeder,rock,tier1,Molgula manhattensis
5.0,20.0,10.0,infralittoral,deposit_feeder,sand,tier1,Ophelia rathkei
20.0,35.0,28.0,infralittoral,deposit_feeder,rock,tier1,Pusillina inconspicua
5.0,35.0,18.0,infralittoral,predator,plant,tier1,Apherusa bispinosa
15.0,35.0,25.0,infralittoral,filter_feeder,rock,tier1,Musculus discors
5.0,25.0,12.0,infralittoral,deposit_feeder,soft,tier1,Alkmaria romijni
5.0,25.0,12.0,infralittoral,deposit_feeder,plant,tier1,Heterotanais oerstedii
5.0,30.0,12.0,infralittoral,macroalga,rock,tier1,Leathesia marina
5.0,30.0,15.0,infralittoral,submerged_macrophyte,sand,tier1,Zostera marina
0.0,8.0,3.0,infralittoral,submerged_macrophyte,soft,tier1,Chara horrida
20.0,35.0,28.0,circalittoral,epibenthic,soft,tier1,Edwardsia longicornis
25.0,35.0,30.0,circalittoral,deposit_feeder,sand,tier1,Magelona alleni
25.0,35.0,30.0,circalittoral,filter_feeder,soft,tier1,Mysia undata
15.0,25.0,18.0,circalittoral,predator,soft,tier1,Pholoe baltica
15.0,35.0,25.0,circalittoral,deposit_feeder,soft,tier1,Chaetozone setosa
20.0,35.0,28.0,circalittoral,predator,soft,tier1,Goniada maculata
20.0,35.0,28.0,circalittoral,suspension_feeder,soft,tier1,Phoronis muelleri
25.0,35.0,30.0,circalittoral,suspension_feeder,soft,tier1,Galathowenia oculata
15.0,35.0,25.0,circalittoral,deposit_feeder,soft,tier1,Prionospio fallax
20.0,35.0,28.0,circalittoral,predator,soft,tier1,Phyllodoce rosea
25.0,35.0,30.0,circalittoral,deposit_feeder,soft,tier1,Amphiura filiformis
15.0,30.0,22.0,circalittoral,predator,soft,tier1,Eumida bahusiensis
20.0,35.0,28.0,circalittoral,predator,soft,tier1,Glycera alba
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Nucula nitidosa
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Thyasira flexuosa
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Eudorella truncatula
15.0,35.0,25.0,circalittoral,filter_feeder,soft,tier1,Phaxas pellucidus
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Scalibregma inflatum
25.0,35.0,30.0,circalittoral,predator,soft,tier1,Abyssoninoe hibernica
20.0,35.0,28.0,circalittoral,predator,soft,tier1,Oxydromus flexuosus
20.0,35.0,28.0,circalittoral,predator,soft,tier1,Glycera unicornis
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Abra nitida
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Ennucula tenuis
15.0,35.0,25.0,circalittoral,suspension_feeder,soft,tier1,Ampelisca macrocephala
25.0,35.0,30.0,circalittoral,filter_feeder,rock,tier1,Chalinula limbata
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Paradoneis eliasoni
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Praxillella praetermissa
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Rhodine gracilior
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Chaetoderma nitidulum
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Maldane sarsi
20.0,35.0,28.0,circalittoral,suspension_feeder,sand,tier1,Owenia fusiformis
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Notomastus latericeus
25.0,35.0,30.0,circalittoral,predator,soft,tier1,Cylichna cylindracea
25.0,35.0,30.0,circalittoral,suspension_feeder,soft,tier1,Turritella communis
25.0,35.0,30.0,circalittoral,filter_feeder,sand,tier1,Dosinia exoleta
25.0,35.0,30.0,circalittoral,suspension_feeder,soft,tier1,Polycirrus norvegicus
20.0,35.0,28.0,circalittoral,suspension_feeder,soft,tier1,Ampelisca diadema
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Diastylis laevis
20.0,35.0,28.0,circalittoral,suspension_feeder,soft,tier1,Trichobranchus roseus
20.0,35.0,28.0,circalittoral,predator,soft,tier1,Westwoodilla caecula
20.0,35.0,28.0,circalittoral,predator,soft,tier1,Glycinde nordmanni
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Golfingia vulgaris
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Prionospio multibranchiat
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Rhodine loveni
20.0,35.0,28.0,circalittoral,deposit_feeder,sand,tier1,Magelona minuta
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Anobothrus gracilis
20.0,35.0,28.0,circalittoral,deposit_feeder,sand,tier1,Pectinaria belgica
20.0,35.0,28.0,circalittoral,filter_feeder,sand,tier1,Acanthocardia echinata
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Harpinia antennaria
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Labidoplax buskii
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Polyphysia crassa
20.0,35.0,28.0,circalittoral,predator,soft,tier1,Sphaerodorum gracilis
20.0,35.0,28.0,circalittoral,deposit_feeder,soft,tier1,Brada villosa
20.0,35.0,28.0,circalittoral,epibenthic,soft,tier1,Virgularia mirabilis
15.0,35.0,25.0,circalittoral,deposit_feeder,plant,tier1,Protomedeia fasciata
15.0,35.0,25.0,circalittoral,suspension_feeder,soft,tier1,Artacama proboscidea
15.0,35.0,25.0,circalittoral,deposit_feeder,soft,tier1,Apistobranchus tullbergi
15.0,35.0,25.0,circalittoral,filter_feeder,plant,tier1,Crenella decussata
15.0,35.0,25.0,infralittoral,macroalga,rock,tier1,Chondrus crispus
5.0,35.0,18.0,infralittoral,macroalga,rock,tier1,Bryopsis plumosa
10.0,35.0,22.0,infralittoral,macroalga,rock,tier1,Saccharina latissima
5.0,30.0,15.0,infralittoral,macroalga,rock,tier1,Cystoclonium purpureum
10.0,35.0,22.0,infralittoral,macroalga,rock,tier1,Sphacelaria cirrosa
20.0,35.0,28.0,infralittoral,macroalga,rock,tier1,Bonnemaisonia hamifera
15.0,35.0,25.0,infralittoral,macroalga,rock,tier1,Vertebrata byssoides
10.0,35.0,22.0,infralittoral,macroalga,plant,tier1,Erythrotrichia carnea
20.0,35.0,28.0,circalittoral,macroalga,rock,tier1,Odonthalia dentata
15.0,35.0,25.0,infralittoral,macroalga,rock,tier1,Laminaria digitata
15.0,35.0,25.0,circalittoral,macroalga,rock,tier1,Desmarestia aculeata
20.0,35.0,28.0,infralittoral,macroalga,rock,tier1,Palmaria palmata
15.0,35.0,25.0,circalittoral,predator,mixed,tier1,Tubulanus polymorphus
20.0,35.0,28.0,circalittoral,deposit_feeder,sand,tier1,Echinocyamus pusillus
20.0,35.0,28.0,circalittoral,filter_feeder,rock,tier1,Eucratea loricata
15.0,35.0,25.0,circalittoral,deposit_feeder,soft,tier1,Perioculodes longimanus
15.0,35.0,25.0,infralittoral,deposit_feeder,sand,tier1,Echinocardium cordatum
20.0,35.0,28.0,circalittoral,filter_feeder,sand,tier1,Tellimya ferruginosa
15.0,35.0,25.0,circalittoral,deposit_feeder,soft,tier1,Poecilochaetus serpens
15.0,35.0,25.0,circalittoral,filter_feeder,soft,tier1,Thracia phaseolina
20.0,35.0,28.0,circalittoral,macroalga,rock,tier1,Pterothamnion plumula
15.0,35.0,25.0,circalittoral,suspension_feeder,soft,tier1,Ampelisca brevicornis
15.0,35.0,25.0,infralittoral,filter_feeder,sand,tier1,Chamelea gallina
20.0,35.0,28.0,circalittoral,macroalga,rock,tier1,Erythrodermis traillii
15.0,35.0,25.0,circalittoral,macroalga,rock,tier1,Rubrointrusa membranacea
10.0,35.0,22.0,infralittoral,macroalga,rock,tier1,Colaconema daviesii
20.0,35.0,28.0,circalittoral,macroalga,rock,tier1,Peyssonnelia dubyi
20.0,35.0,28.0,circalittoral,predator,rock,tier1,Gattyana cirrhosa
15.0,35.0,25.0,circalittoral,macroalga,rock,tier1,Derbesia marina
20.0,35.0,28.0,circalittoral,epibenthic,rock,tier1,Filellum serpens
15.0,35.0,25.0,circalittoral,macroalga,rock,tier1,Cruoria pellita
20.0,35.0,28.0,circalittoral,macroalga,rock,tier1,Lithothamnion glaciale
15.0,35.0,25.0,infralittoral,macroalga,rock,tier1,Scagelothamnion pusillum
15.0,35.0,25.0,infralittoral,filter_feeder,sand,tier1,Branchiostoma lanceolatum
20.0,35.0,28.0,infralittoral,predator,sand,tier1,Pisione remota
15.0,35.0,25.0,infralittoral,macroalga,plant,tier1,Melobesia membranacea
15.0,35.0,25.0,infralittoral,deposit_feeder,plant,tier1,Tanaissus lilljeborgi
20.0,35.0,28.0,circalittoral,macroalga,rock,tier1,Spermothamnion repens
15.0,35.0,25.0,infralittoral,deposit_feeder,sand,tier1,Spio filicornis
20.0,35.0,28.0,infralittoral,macroalga,rock,tier1,Corallina officinalis
20.0,35.0,28.0,circalittoral,macroalga,rock,tier1,Plumaria plumosa
20.0,35.0,28.0,infralittoral,deposit_feeder,sand,tier1,Bathyporeia guilliamsonia
15.0,35.0,25.0,infralittoral,predator,sand,tier1,Nephtys longosetosa
20.0,35.0,28.0,infralittoral,deposit_feeder,sand,tier1,Ophelia borealis
15.0,35.0,25.0,infralittoral,filter_feeder,sand,tier1,Fabulina fabula
15.0,35.0,25.0,infralittoral,deposit_feeder,sand,tier1,Spiophanes bombyx
15.0,35.0,25.0,infralittoral,deposit_feeder,soft,tier1,Mediomastus fragilis
15.0,35.0,25.0,infralittoral,macroalga,rock,tier1,Lomentaria clavellosa
20.0,35.0,28.0,infralittoral,macroalga,rock,tier1,Dilsea carnosa
15.0,35.0,25.0,infralittoral,macroalga,rock,tier1,Dasysiphonia japonica
25.0,35.0,30.0,circalittoral,macroalga,rock,tier1,Laminaria hyperborea
15.0,35.0,25.0,infralittoral,macroalga,rock,tier1,Asperococcus bullosus
15.0,35.0,25.0,circalittoral,deposit_feeder,soft,tier1,Aporrhais pespelecani
15.0,35.0,25.0,circalittoral,predator,soft,tier1,Nephtys assimilis
10.0,35.0,22.0,infralittoral,suspension_feeder,sand,tier1,Lanice conchilega
15.0,35.0,25.0,infralittoral,predator,soft,tier1,Phyllodoce groenlandica
10.0,35.0,22.0,infralittoral,predator,rock,tier1,Eumida sanguinea
15.0,35.0,25.0,circalittoral,deposit_feeder,soft,tier1,Macoma calcarea
15.0,35.0,25.0,circalittoral,predator,soft,tier1,Parexogone hebes
15.0,35.0,25.0,circalittoral,predator,soft,tier1,Pholoe inornata
15.0,35.0,25.0,infralittoral,filter_feeder,sand,tier1,Spisula subtruncata
15.0,35.0,25.0,circalittoral,suspension_feeder,soft,tier1,Polycirrus medusa
